date,state,positive,negative,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,death
2020-12-18,NY,828166.0,0.0,6081.0,1068.0,592.0,28344.0
2020-12-18,OH,605862.0,0.0,4940.0,1172.0,817.0,7967.0
2020-12-18,OK,251760.0,2192087.0,1733.0,460.0,0.0,2161.0
2020-12-18,OR,98936.0,0.0,587.0,120.0,62.0,1283.0
2020-12-18,PA,538655.0,3118874.0,6147.0,1232.0,745.0,13608.0
2020-12-18,PR,66132.0,305972.0,575.0,97.0,96.0,1333.0
2020-12-18,RI,77812.0,519811.0,459.0,56.0,29.0,1625.0
2020-12-18,SC,267076.0,2577819.0,1460.0,315.0,143.0,4872.0
2020-12-18,SD,93772.0,264794.0,387.0,73.0,41.0,1329.0
2020-12-18,TN,503651.0,0.0,3099.0,767.0,400.0,5960.0
2020-12-18,TX,1555981.0,0.0,9709.0,2739.0,0.0,24954.0
2020-12-18,UT,246562.0,1246575.0,549.0,206.0,0.0,1140.0
2020-12-18,VA,299388.0,0.0,2409.0,510.0,254.0,4598.0
2020-12-18,VI,1900.0,30908.0,0.0,0.0,0.0,23.0
2020-12-18,VT,6243.0,242897.0,29.0,10.0,0.0,107.0
2020-12-18,WA,217205.0,0.0,1231.0,273.0,150.0,3117.0
2020-12-18,WI,486364.0,2281130.0,1330.0,290.0,0.0,4632.0
2020-12-18,WV,69751.0,0.0,753.0,193.0,82.0,1091.0
2020-12-18,WY,41359.0,153505.0,157.0,0.0,0.0,351.0
2020-12-17,AK,41418.0,0.0,140.0,0.0,14.0,183.0
2020-12-17,AL,310335.0,1499349.0,2425.0,0.0,0.0,4254.0
2020-12-17,AR,194543.0,1734262.0,1084.0,374.0,188.0,3112.0
2020-12-17,AS,0.0,2140.0,0.0,0.0,0.0,0.0
2020-12-17,AZ,435036.0,2165904.0,3884.0,899.0,618.0,7677.0
2020-12-17,CA,1723362.0,0.0,16426.0,3392.0,0.0,21860.0
2020-12-17,CO,300414.0,1710371.0,1509.0,0.0,0.0,4226.0
2020-12-17,CT,160102.0,0.0,1205.0,0.0,0.0,5552.0
2020-12-17,DC,25830.0,0.0,246.0,80.0,34.0,725.0
2020-12-17,DE,48768.0,427907.0,407.0,58.0,0.0,845.0
2020-12-17,FL,1149126.0,6922831.0,5122.0,0.0,0.0,20594.0
2020-12-17,GA,568396.0,0.0,3616.0,0.0,0.0,10294.0
2020-12-17,GU,7183.0,85169.0,30.0,9.0,6.0,119.0
2020-12-17,HI,20095.0,0.0,53.0,14.0,7.0,280.0
2020-12-17,IA,226465.0,909257.0,746.0,146.0,87.0,3451.0
2020-12-17,ID,125452.0,410047.0,470.0,109.0,0.0,1231.0
2020-12-17,IL,879428.0,0.0,4804.0,1063.0,575.0,15985.0
2020-12-17,IN,447190.0,2030544.0,3147.0,683.0,382.0,7180.0
2020-12-17,KS,194569.0,723696.0,858.0,228.0,111.0,2253.0
2020-12-17,KY,234021.0,0.0,1817.0,431.0,254.0,2316.0
2020-12-17,LA,279321.0,3617503.0,1602.0,0.0,169.0,6964.0
2020-12-17,MA,309247.0,3443888.0,1871.0,383.0,207.0,11558.0
2020-12-17,MD,243984.0,2374542.0,1702.0,394.0,0.0,5319.0
2020-12-17,ME,17901.0,0.0,191.0,46.0,17.0,276.0
2020-12-17,MI,487356.0,0.0,3395.0,780.0,461.0,11801.0
2020-12-17,MN,389171.0,2430688.0,1222.0,289.0,0.0,4658.0
2020-12-17,MO,356607.0,1600587.0,2536.0,584.0,316.0,4834.0
2020-12-17,MP,113.0,17429.0,0.0,0.0,0.0,2.0
2020-12-17,MS,187904.0,1079660.0,1293.0,315.0,193.0,4320.0
2020-12-17,MT,75483.0,0.0,306.0,64.0,29.0,849.0
2020-12-17,NC,457660.0,0.0,2804.0,620.0,0.0,6065.0
2020-12-17,ND,89063.0,279888.0,148.0,48.0,0.0,1210.0
2020-12-17,NE,152103.0,655544.0,646.0,0.0,0.0,1448.0
2020-12-17,NH,34264.0,449752.0,284.0,0.0,0.0,629.0
2020-12-17,NJ,460722.0,6530540.0,3637.0,726.0,488.0,18080.0
2020-12-17,NM,126045.0,0.0,852.0,0.0,0.0,2097.0
2020-12-17,NV,196379.0,893998.0,1975.0,416.0,282.0,2673.0
2020-12-17,NY,815469.0,0.0,6147.0,1095.0,611.0,28222.0
2020-12-17,OH,596178.0,0.0,5018.0,1211.0,838.0,7894.0
2020-12-17,OK,248204.0,2158637.0,1699.0,481.0,0.0,2144.0
2020-12-17,OR,97622.0,0.0,620.0,122.0,63.0,1262.0
2020-12-17,PA,529335.0,3101764.0,6209.0,1246.0,745.0,13392.0
2020-12-17,PR,64751.0,305972.0,602.0,99.0,100.0,1323.0
2020-12-17,RI,77290.0,518654.0,479.0,59.0,29.0,1602.0
2020-12-17,SC,262774.0,2545248.0,1524.0,333.0,113.0,4843.0
2020-12-17,SD,93197.0,263719.0,406.0,77.0,41.0,1301.0
2020-12-17,TN,493230.0,0.0,3165.0,780.0,399.0,5845.0
2020-12-17,TX,1539189.0,0.0,9628.0,2771.0,0.0,24660.0
2020-12-17,UT,243918.0,1241069.0,571.0,211.0,0.0,1126.0
2020-12-17,VA,296093.0,0.0,2399.0,490.0,246.0,4553.0
2020-12-17,VI,1878.0,30585.0,0.0,0.0,0.0,23.0
2020-12-17,VT,6149.0,241308.0,26.0,3.0,0.0,105.0
2020-12-17,WA,214265.0,0.0,1233.0,279.0,141.0,3042.0
2020-12-17,WI,482443.0,2273936.0,1363.0,298.0,0.0,4561.0
2020-12-17,WV,68485.0,0.0,781.0,206.0,84.0,1071.0
2020-12-17,WY,40593.0,153126.0,169.0,0.0,0.0,351.0
2020-12-16,AK,41041.0,0.0,146.0,0.0,15.0,181.0
2020-12-16,AL,305640.0,1491279.0,2310.0,0.0,0.0,4198.0
2020-12-16,AR,191504.0,1722858.0,1079.0,399.0,184.0,3074.0
2020-12-16,AS,0.0,2140.0,0.0,0.0,0.0,0.0
2020-12-16,AZ,429219.0,2148190.0,3809.0,882.0,602.0,7530.0
2020-12-16,CA,1671081.0,0.0,15886.0,3297.0,0.0,21481.0
2020-12-16,CO,296716.0,1701213.0,1554.0,0.0,0.0,4156.0
2020-12-16,CT,157781.0,0.0,1254.0,0.0,0.0,5506.0
2020-12-16,DC,25602.0,0.0,245.0,73.0,26.0,720.0
2020-12-16,DE,47929.0,425564.0,400.0,54.0,0.0,833.0
2020-12-16,FL,1136024.0,6876037.0,5156.0,0.0,0.0,20490.0
2020-12-16,GA,560619.0,0.0,3564.0,0.0,0.0,10228.0
2020-12-16,GU,7168.0,84747.0,28.0,9.0,5.0,119.0
2020-12-16,HI,19954.0,0.0,60.0,19.0,18.0,278.0
2020-12-16,IA,225050.0,906132.0,776.0,152.0,85.0,3354.0
2020-12-16,ID,124019.0,407804.0,444.0,101.0,0.0,1214.0
2020-12-16,IL,870600.0,0.0,4793.0,1045.0,590.0,15777.0
2020-12-16,IN,440850.0,2020712.0,3192.0,852.0,380.0,7101.0
2020-12-16,KS,194569.0,723696.0,858.0,228.0,111.0,2253.0
2020-12-16,KY,230693.0,0.0,1793.0,460.0,239.0,2262.0
2020-12-16,LA,275545.0,3588088.0,1584.0,0.0,167.0,6933.0
2020-12-16,MA,304112.0,3424767.0,1851.0,382.0,205.0,11513.0
2020-12-16,MD,241767.0,2365844.0,1762.0,399.0,0.0,5270.0
2020-12-16,ME,17311.0,0.0,187.0,46.0,18.0,267.0
2020-12-16,MI,482815.0,0.0,3571.0,818.0,476.0,11588.0
2020-12-16,MN,386412.0,2418391.0,1277.0,304.0,0.0,4575.0
2020-12-16,MO,353038.0,1593659.0,2529.0,604.0,324.0,4799.0
2020-12-16,MP,113.0,17429.0,0.0,0.0,0.0,2.0
2020-12-16,MS,185643.0,1079660.0,1316.0,321.0,193.0,4294.0
2020-12-16,MT,74644.0,0.0,311.0,65.0,35.0,836.0
2020-12-16,NC,451874.0,0.0,2811.0,646.0,0.0,5979.0
2020-12-16,ND,88686.0,279144.0,160.0,48.0,0.0,1200.0
2020-12-16,NE,150861.0,653154.0,677.0,0.0,0.0,1438.0
2020-12-16,NH,33433.0,447578.0,286.0,0.0,0.0,625.0
2020-12-16,NJ,455811.0,6530540.0,3672.0,721.0,482.0,18003.0
2020-12-16,NM,124357.0,0.0,838.0,0.0,0.0,2049.0
2020-12-16,NV,194098.0,890472.0,1550.0,329.0,247.0,2653.0
2020-12-16,NY,804555.0,0.0,6097.0,1098.0,611.0,28100.0
2020-12-16,OH,584766.0,0.0,5143.0,1254.0,845.0,7777.0
2020-12-16,OK,245229.0,2158637.0,1717.0,481.0,0.0,2128.0
2020-12-16,OR,96092.0,0.0,599.0,119.0,67.0,1214.0
2020-12-16,PA,519369.0,3086059.0,6346.0,1238.0,740.0,13168.0
2020-12-16,PR,63686.0,305972.0,593.0,98.0,96.0,1312.0
2020-12-16,RI,76209.0,515489.0,469.0,62.0,30.0,1590.0
2020-12-16,SC,260119.0,2531555.0,1046.0,261.0,111.0,4800.0
2020-12-16,SD,92603.0,263011.0,412.0,81.0,25.0,1300.0
2020-12-16,TN,484285.0,0.0,3100.0,757.0,378.0,5668.0
2020-12-16,TX,1519340.0,0.0,9528.0,2742.0,0.0,24394.0
2020-12-16,UT,240715.0,1234412.0,566.0,210.0,0.0,1096.0
2020-12-16,VA,292240.0,0.0,2349.0,511.0,257.0,4508.0
2020-12-16,VI,1828.0,29816.0,0.0,0.0,0.0,23.0
2020-12-16,VT,6009.0,240169.0,33.0,6.0,0.0,105.0
2020-12-16,WA,214204.0,0.0,1181.0,260.0,138.0,2953.0
2020-12-16,WI,478162.0,2266641.0,1410.0,314.0,0.0,4493.0
2020-12-16,WV,66849.0,0.0,766.0,197.0,82.0,1039.0
2020-12-16,WY,40310.0,152223.0,173.0,0.0,0.0,328.0
2020-12-15,AK,40438.0,0.0,140.0,0.0,13.0,179.0
2020-12-15,AL,301533.0,1485182.0,2353.0,0.0,0.0,4124.0
2020-12-15,AR,189198.0,1712879.0,1070.0,382.0,190.0,3016.0
2020-12-15,AS,0.0,2140.0,0.0,0.0,0.0,0.0
2020-12-15,AZ,424382.0,2137182.0,3702.0,863.0,579.0,7422.0
2020-12-15,CA,1617370.0,0.0,15198.0,3193.0,0.0,21188.0
2020-12-15,CO,293382.0,1694339.0,1554.0,0.0,0.0,4085.0
2020-12-15,CT,155462.0,0.0,1269.0,0.0,0.0,5466.0
2020-12-15,DC,25339.0,0.0,224.0,75.0,26.0,720.0
2020-12-15,DE,47142.0,423029.0,376.0,62.0,0.0,826.0
2020-12-15,FL,1124742.0,6837002.0,5103.0,0.0,0.0,20365.0
2020-12-15,GA,553995.0,0.0,3352.0,0.0,0.0,10160.0
2020-12-15,GU,7149.0,84460.0,28.0,9.0,5.0,119.0
2020-12-15,HI,19844.0,0.0,57.0,17.0,14.0,274.0
2020-12-15,IA,223511.0,903573.0,798.0,166.0,88.0,3340.0
2020-12-15,ID,122217.0,405039.0,444.0,101.0,0.0,1194.0
2020-12-15,IL,863477.0,0.0,4965.0,1057.0,598.0,15587.0
2020-12-15,IN,434642.0,2011909.0,3229.0,911.0,404.0,6968.0
2020-12-15,KS,190018.0,713714.0,623.0,182.0,88.0,2109.0
2020-12-15,KY,227818.0,0.0,1788.0,438.0,246.0,2239.0
2020-12-15,LA,272276.0,3565973.0,1597.0,0.0,152.0,6895.0
2020-12-15,MA,298160.0,3401993.0,1834.0,371.0,200.0,11443.0
2020-12-15,MD,239362.0,2354515.0,1799.0,411.0,0.0,5206.0
2020-12-15,ME,16760.0,0.0,195.0,55.0,19.0,265.0
2020-12-15,MI,478171.0,0.0,3674.0,821.0,508.0,11495.0
2020-12-15,MN,384164.0,2413759.0,1309.0,300.0,0.0,4483.0
2020-12-15,MO,350365.0,1589642.0,2543.0,593.0,325.0,4754.0
2020-12-15,MP,113.0,17429.0,0.0,0.0,0.0,2.0
2020-12-15,MS,183300.0,1079660.0,1319.0,310.0,187.0,4252.0
2020-12-15,MT,74040.0,0.0,338.0,68.0,34.0,826.0
2020-12-15,NC,446601.0,0.0,2735.0,643.0,0.0,5881.0
2020-12-15,ND,88395.0,278618.0,277.0,48.0,0.0,1176.0
2020-12-15,NE,149344.0,650898.0,693.0,0.0,0.0,1418.0
2020-12-15,NH,32545.0,445779.0,252.0,0.0,0.0,604.0
2020-12-15,NJ,449505.0,6460909.0,3660.0,727.0,456.0,17872.0
2020-12-15,NM,122557.0,0.0,865.0,0.0,0.0,2006.0
2020-12-15,NV,191732.0,886873.0,1979.0,414.0,258.0,2596.0
2020-12-15,NY,794557.0,0.0,5982.0,1065.0,580.0,28002.0
2020-12-15,OH,579357.0,0.0,5296.0,1311.0,863.0,7654.0
2020-12-15,OK,241991.0,2147957.0,1741.0,471.0,0.0,2086.0
2020-12-15,OR,95010.0,0.0,601.0,134.0,68.0,1161.0
2020-12-15,PA,509320.0,3072305.0,6295.0,1264.0,705.0,12890.0
2020-12-15,PR,63419.0,305972.0,583.0,97.0,101.0,1294.0
2020-12-15,RI,75237.0,513152.0,455.0,53.0,29.0,1570.0
2020-12-15,SC,257320.0,2512239.0,1046.0,261.0,111.0,4756.0
2020-12-15,SD,91699.0,261583.0,435.0,77.0,41.0,1261.0
2020-12-15,TN,472875.0,0.0,3062.0,737.0,366.0,5615.0
2020-12-15,TX,1500538.0,0.0,9472.0,2725.0,0.0,24142.0
2020-12-15,UT,237787.0,1228727.0,568.0,203.0,0.0,1077.0
2020-12-15,VA,288309.0,0.0,2361.0,490.0,240.0,4470.0
2020-12-15,VI,1828.0,29816.0,0.0,0.0,0.0,23.0
2020-12-15,VT,5923.0,239679.0,20.0,4.0,0.0,100.0
2020-12-15,WA,213537.0,0.0,1144.0,250.0,128.0,2918.0
2020-12-15,WI,475340.0,2259792.0,1461.0,331.0,0.0,4408.0
2020-12-15,WV,65701.0,0.0,774.0,207.0,80.0,1012.0
2020-12-15,WY,40064.0,151518.0,178.0,0.0,0.0,328.0
2020-12-14,AK,40160.0,0.0,140.0,0.0,12.0,176.0
2020-12-14,AL,297895.0,1478907.0,2286.0,0.0,0.0,4102.0
2020-12-14,AR,187507.0,1705843.0,1050.0,372.0,180.0,2990.0
2020-12-14,AS,0.0,2140.0,0.0,0.0,0.0,0.0
2020-12-14,AZ,420248.0,2126928.0,3677.0,829.0,542.0,7358.0
2020-12-14,CA,1585044.0,0.0,14578.0,3078.0,0.0,21046.0
2020-12-14,CO,291104.0,1689603.0,1585.0,0.0,0.0,3969.0
2020-12-14,CT,153992.0,0.0,1243.0,0.0,0.0,5444.0
2020-12-14,DC,25038.0,0.0,239.0,63.0,34.0,716.0
2020-12-14,DE,46457.0,420956.0,373.0,50.0,0.0,816.0
2020-12-14,FL,1115446.0,6802567.0,4932.0,0.0,0.0,20271.0
2020-12-14,GA,546558.0,0.0,3338.0,0.0,0.0,10104.0
2020-12-14,GU,7137.0,83995.0,25.0,9.0,5.0,119.0
2020-12-14,HI,19788.0,0.0,58.0,21.0,17.0,274.0
2020-12-14,IA,222785.0,901989.0,764.0,160.0,86.0,3273.0
2020-12-14,ID,121179.0,404481.0,444.0,101.0,0.0,1175.0
2020-12-14,IL,856118.0,0.0,4951.0,1070.0,621.0,15455.0
2020-12-14,IN,430401.0,2005484.0,3072.0,872.0,385.0,6840.0
2020-12-14,KS,190018.0,713714.0,623.0,182.0,88.0,2109.0
2020-12-14,KY,224890.0,0.0,1712.0,441.0,243.0,2224.0
2020-12-14,LA,269643.0,3534727.0,1527.0,0.0,147.0,6845.0
2020-12-14,MA,294231.0,3386378.0,1788.0,354.0,186.0,11388.0
2020-12-14,MD,236961.0,2344023.0,1742.0,404.0,0.0,5142.0
2020-12-14,ME,16349.0,0.0,198.0,56.0,17.0,259.0
2020-12-14,MI,472780.0,0.0,3802.0,860.0,514.0,11289.0
2020-12-14,MN,381841.0,2403588.0,1283.0,319.0,0.0,4462.0
2020-12-14,MO,347603.0,1585640.0,2624.0,603.0,335.0,4514.0
2020-12-14,MP,113.0,17206.0,0.0,0.0,0.0,2.0
2020-12-14,MS,181095.0,1079660.0,1255.0,303.0,186.0,4204.0
2020-12-14,MT,73303.0,0.0,350.0,70.0,36.0,818.0
2020-12-14,NC,441365.0,0.0,2553.0,613.0,0.0,5855.0
2020-12-14,ND,88067.0,278179.0,277.0,48.0,0.0,1163.0
2020-12-14,NE,148861.0,650062.0,692.0,0.0,0.0,1373.0
2020-12-14,NH,31875.0,443692.0,256.0,0.0,0.0,604.0
2020-12-14,NJ,444804.0,6381187.0,3635.0,704.0,491.0,17775.0
2020-12-14,NM,121299.0,0.0,860.0,0.0,0.0,1978.0
2020-12-14,NV,189412.0,881008.0,2025.0,400.0,263.0,2548.0
2020-12-14,NY,784204.0,0.0,5712.0,1040.0,567.0,27870.0
2020-12-14,OH,570602.0,0.0,5157.0,1225.0,827.0,7551.0
2020-12-14,OK,239767.0,2110479.0,1664.0,452.0,0.0,2072.0
2020-12-14,OR,93853.0,0.0,625.0,136.0,61.0,1155.0
2020-12-14,PA,499764.0,3060689.0,6026.0,1249.0,697.0,12620.0
2020-12-14,PR,62985.0,305972.0,609.0,102.0,105.0,1282.0
2020-12-14,RI,74071.0,510296.0,433.0,47.0,31.0,1555.0
2020-12-14,SC,254776.0,2490424.0,1276.0,307.0,140.0,4751.0
2020-12-14,SD,91354.0,261193.0,441.0,83.0,50.0,1259.0
2020-12-14,TN,464264.0,0.0,2986.0,717.0,368.0,5541.0
2020-12-14,TX,1481612.0,0.0,9304.0,2679.0,0.0,23937.0
2020-12-14,UT,235872.0,1225194.0,580.0,211.0,0.0,1062.0
2020-12-14,VA,285149.0,0.0,2260.0,458.0,236.0,4414.0
2020-12-14,VI,1807.0,29572.0,0.0,0.0,0.0,23.0
2020-12-14,VT,5857.0,239493.0,28.0,4.0,0.0,96.0
2020-12-14,WA,212885.0,0.0,1140.0,248.0,147.0,2879.0
2020-12-14,WI,471285.0,2255994.0,1471.0,319.0,0.0,4352.0
2020-12-14,WV,64394.0,0.0,720.0,199.0,82.0,978.0
2020-12-14,WY,39775.0,151261.0,184.0,0.0,0.0,321.0
2020-12-13,AK,39738.0,0.0,139.0,0.0,15.0,176.0
2020-12-13,AL,295631.0,1458560.0,2248.0,0.0,0.0,4102.0
2020-12-13,AR,185702.0,1696581.0,1057.0,370.0,181.0,2945.0
2020-12-13,AS,0.0,2140.0,0.0,0.0,0.0,0.0
2020-12-13,AZ,408442.0,2119705.0,3622.0,831.0,537.0,7357.0
2020-12-13,CA,1551766.0,0.0,13960.0,2937.0,0.0,20969.0
2020-12-13,CO,288193.0,1679216.0,1610.0,0.0,0.0,3958.0
2020-12-13,CT,146761.0,0.0,1210.0,0.0,0.0,5363.0
2020-12-13,DC,24874.0,0.0,225.0,58.0,30.0,715.0
2020-12-13,DE,45460.0,417903.0,357.0,55.0,0.0,816.0
2020-12-13,FL,1107103.0,6770385.0,4687.0,0.0,0.0,20133.0
2020-12-13,GA,542838.0,0.0,3237.0,0.0,0.0,10076.0
2020-12-13,GU,7106.0,83030.0,29.0,7.0,5.0,118.0
2020-12-13,HI,19599.0,0.0,58.0,21.0,17.0,274.0
2020-12-13,IA,222148.0,900435.0,749.0,170.0,99.0,3213.0
2020-12-13,ID,120632.0,403247.0,458.0,104.0,0.0,1169.0
2020-12-13,IL,848904.0,0.0,5073.0,1080.0,612.0,15339.0
2020-12-13,IN,425434.0,1998285.0,3108.0,885.0,386.0,6805.0
2020-12-13,KS,185294.0,705423.0,1068.0,271.0,130.0,2072.0
2020-12-13,KY,223104.0,0.0,1711.0,423.0,199.0,2207.0
2020-12-13,LA,268613.0,3525588.0,1533.0,0.0,162.0,6818.0
2020-12-13,MA,290578.0,3372774.0,1707.0,342.0,178.0,11349.0
2020-12-13,MD,234647.0,2331001.0,1679.0,424.0,0.0,5117.0
2020-12-13,ME,15923.0,0.0,175.0,46.0,15.0,257.0
2020-12-13,MI,465159.0,0.0,3893.0,863.0,518.0,11195.0
2020-12-13,MN,378823.0,2390820.0,1461.0,343.0,0.0,4444.0
2020-12-13,MO,345041.0,1580771.0,2637.0,604.0,332.0,4511.0
2020-12-13,MP,113.0,17206.0,0.0,0.0,0.0,2.0
2020-12-13,MS,179447.0,1026300.0,1264.0,298.0,178.0,4199.0
2020-12-13,MT,73303.0,0.0,365.0,72.0,37.0,818.0
2020-12-13,NC,436595.0,0.0,2520.0,606.0,0.0,5823.0
2020-12-13,ND,87871.0,277838.0,270.0,41.0,0.0,1158.0
2020-12-13,NE,147688.0,648028.0,711.0,0.0,0.0,1365.0
2020-12-13,NH,30956.0,440503.0,251.0,0.0,0.0,603.0
2020-12-13,NJ,439467.0,6196756.0,3591.0,691.0,448.0,17751.0
2020-12-13,NM,119800.0,0.0,878.0,0.0,0.0,1957.0
2020-12-13,NV,186833.0,876680.0,1823.0,416.0,240.0,2539.0
2020-12-13,NY,775160.0,0.0,5410.0,1009.0,567.0,27785.0
2020-12-13,OH,562727.0,0.0,5152.0,1186.0,807.0,7492.0
2020-12-13,OK,237668.0,2110479.0,1664.0,452.0,0.0,2064.0
2020-12-13,OR,92839.0,0.0,625.0,136.0,61.0,1150.0
2020-12-13,PA,491802.0,3045323.0,5970.0,1227.0,672.0,12565.0
2020-12-13,PR,62431.0,305972.0,620.0,97.0,107.0,1272.0
2020-12-13,RI,73519.0,508323.0,433.0,47.0,31.0,1538.0
2020-12-13,SC,252206.0,2467415.0,1278.0,295.0,129.0,4739.0
2020-12-13,SD,91038.0,260818.0,436.0,82.0,53.0,1259.0
2020-12-13,TN,454305.0,0.0,2906.0,689.0,359.0,5462.0
2020-12-13,TX,1472711.0,0.0,9230.0,2644.0,0.0,23911.0
2020-12-13,UT,233904.0,1221415.0,558.0,215.0,0.0,1055.0
2020-12-13,VA,281909.0,0.0,2154.0,426.0,220.0,4411.0
2020-12-13,VI,1791.0,29462.0,0.0,0.0,0.0,23.0
2020-12-13,VT,5753.0,237762.0,24.0,3.0,0.0,95.0
2020-12-13,WA,211475.0,0.0,1140.0,248.0,131.0,2879.0
2020-12-13,WI,468956.0,2250766.0,1448.0,328.0,0.0,4339.0
2020-12-13,WV,63217.0,0.0,702.0,188.0,79.0,968.0
2020-12-13,WY,39360.0,149536.0,184.0,0.0,0.0,321.0
2020-12-12,AK,39101.0,0.0,146.0,0.0,18.0,176.0
2020-12-12,AL,292841.0,1458560.0,2161.0,0.0,0.0,4102.0
2020-12-12,AR,184252.0,1685156.0,1071.0,374.0,177.0,2911.0
2020-12-12,AS,0.0,2140.0,0.0,0.0,0.0,0.0
2020-12-12,AZ,402589.0,2099165.0,3534.0,799.0,515.0,7322.0
2020-12-12,CA,1521432.0,0.0,13410.0,2866.0,0.0,20847.0
2020-12-12,CO,285634.0,1669992.0,1607.0,0.0,0.0,3871.0
2020-12-12,CT,146761.0,0.0,1210.0,0.0,0.0,5363.0
2020-12-12,DC,24643.0,0.0,230.0,59.0,30.0,713.0
2020-12-12,DE,44876.0,415824.0,348.0,52.0,0.0,815.0
2020-12-12,FL,1098341.0,6740796.0,4509.0,0.0,0.0,20049.0
2020-12-12,GA,538040.0,0.0,3170.0,0.0,0.0,10075.0
2020-12-12,GU,7090.0,83030.0,33.0,8.0,7.0,117.0
2020-12-12,HI,19512.0,0.0,58.0,21.0,17.0,271.0
2020-12-12,IA,221159.0,898196.0,820.0,170.0,94.0,3212.0
2020-12-12,ID,119610.0,401988.0,458.0,104.0,0.0,1151.0
2020-12-12,IL,841688.0,0.0,5048.0,1072.0,627.0,15232.0
2020-12-12,IN,419536.0,1986852.0,3141.0,914.0,418.0,6758.0
2020-12-12,KS,185294.0,705423.0,1068.0,271.0,130.0,2072.0
2020-12-12,KY,220660.0,0.0,1711.0,423.0,199.0,2192.0
2020-12-12,LA,264191.0,3475081.0,1589.0,0.0,167.0,6767.0
2020-12-12,MA,285725.0,3355023.0,1670.0,334.0,170.0,11307.0
2020-12-12,MD,232009.0,2315445.0,1719.0,406.0,0.0,5100.0
2020-12-12,ME,15620.0,0.0,182.0,50.0,16.0,257.0
2020-12-12,MI,465159.0,0.0,3893.0,863.0,518.0,11195.0
2020-12-12,MN,375398.0,2378504.0,1461.0,343.0,0.0,4359.0
2020-12-12,MO,342347.0,1575439.0,2710.0,644.0,330.0,4503.0
2020-12-12,MP,113.0,17206.0,0.0,0.0,0.0,2.0
2020-12-12,MS,177947.0,1026300.0,1264.0,298.0,178.0,4180.0
2020-12-12,MT,72644.0,0.0,365.0,69.0,36.0,816.0
2020-12-12,NC,429776.0,0.0,2577.0,610.0,0.0,5796.0
2020-12-12,ND,87590.0,277472.0,282.0,41.0,0.0,1158.0
2020-12-12,NE,146877.0,646540.0,759.0,0.0,0.0,1343.0
2020-12-12,NH,30244.0,438139.0,247.0,0.0,0.0,600.0
2020-12-12,NJ,434756.0,6196756.0,3543.0,690.0,438.0,17732.0
2020-12-12,NM,118358.0,0.0,907.0,0.0,0.0,1913.0
2020-12-12,NV,183951.0,872669.0,1823.0,416.0,240.0,2520.0
2020-12-12,NY,764966.0,0.0,5359.0,1029.0,563.0,27675.0
2020-12-12,OH,553461.0,0.0,5076.0,1167.0,760.0,7477.0
2020-12-12,OK,233336.0,2110479.0,1664.0,452.0,0.0,2042.0
2020-12-12,OR,91420.0,0.0,625.0,136.0,61.0,1138.0
2020-12-12,PA,481118.0,3025253.0,5940.0,1209.0,675.0,12436.0
2020-12-12,PR,61723.0,305972.0,646.0,104.0,118.0,1266.0
2020-12-12,RI,72649.0,505208.0,440.0,55.0,32.0,1526.0
2020-12-12,SC,248798.0,2406530.0,1250.0,294.0,122.0,4685.0
2020-12-12,SD,90407.0,259808.0,452.0,89.0,58.0,1243.0
2020-12-12,TN,442953.0,0.0,2919.0,705.0,356.0,5400.0
2020-12-12,TX,1464362.0,0.0,9192.0,2642.0,0.0,23800.0
2020-12-12,UT,231821.0,1215129.0,562.0,211.0,0.0,1038.0
2020-12-12,VA,278615.0,0.0,2117.0,440.0,229.0,4409.0
2020-12-12,VI,1791.0,29462.0,0.0,0.0,0.0,23.0
2020-12-12,VT,5626.0,236215.0,23.0,2.0,0.0,95.0
2020-12-12,WA,209247.0,0.0,1140.0,248.0,133.0,2879.0
2020-12-12,WI,465991.0,2241348.0,1448.0,328.0,0.0,4324.0
2020-12-12,WV,62151.0,0.0,697.0,190.0,83.0,966.0
2020-12-12,WY,38907.0,149536.0,187.0,0.0,0.0,321.0
2020-12-11,AK,38584.0,0.0,146.0,0.0,17.0,158.0
2020-12-11,AL,288775.0,1458560.0,2111.0,0.0,0.0,4086.0
2020-12-11,AR,181624.0,1672168.0,1059.0,372.0,185.0,2875.0
2020-12-11,AS,0.0,2140.0,0.0,0.0,0.0,0.0
2020-12-11,AZ,394512.0,2080870.0,3482.0,809.0,508.0,7245.0
2020-12-11,CA,1485703.0,0.0,12940.0,2773.0,0.0,20622.0
2020-12-11,CO,281673.0,1659026.0,1675.0,0.0,0.0,3846.0
2020-12-11,CT,146761.0,0.0,1210.0,0.0,0.0,5363.0
2020-12-11,DC,24357.0,0.0,224.0,58.0,30.0,709.0
2020-12-11,DE,43818.0,412561.0,363.0,49.0,0.0,807.0
2020-12-11,FL,1087956.0,6698956.0,4624.0,0.0,0.0,19977.0
2020-12-11,GA,531593.0,0.0,3199.0,0.0,0.0,10031.0
2020-12-11,GU,7079.0,83030.0,36.0,10.0,7.0,115.0
2020-12-11,HI,19315.0,0.0,48.0,19.0,14.0,269.0
2020-12-11,IA,219914.0,895893.0,833.0,175.0,97.0,3197.0
2020-12-11,ID,118028.0,400217.0,455.0,93.0,0.0,1136.0
2020-12-11,IL,832951.0,0.0,5141.0,1081.0,635.0,15067.0
